example_id,customer_message,intent,expected_action,escalation_reason,difficulty,label_source,source_case_id
GOLD_158,"@SpotifyCares desktop app works fine, and does seem to have the random unresponsiveness thats normal with web player either",playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_187632
GOLD_159,@SpotifyCares Been listening to my 'Time Capsule' playlist all evening. So good. 👌🏻,playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_695450
GOLD_160,"@SpotifyCares it's was little weird, soon as I logged in it downloaded a file? But it's working again now!",playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_1941787
GOLD_161,"@SpotifyCares I'm using a Galaxy 8 and the latest app update for Spotify. Everytime I play a Demi Lovato song, it says it's unavailable.",playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_418876
GOLD_162,"Hi, @115888 folks. Hope you are having a lovely morning. Can we get a ""Add to Playlists"" (plural) option so we don't have to close the menu each time and redo each add individually? Pretty please and thank you. 🙏🏽",playback_issue,Resolve based on playback_issue,,difficult,keyword_heuristic,CASE_2776190
GOLD_163,"@115888 why is the web player not working?? Keeps stopping randomly and won't play, driving me crazy 😤😤",playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_708722
GOLD_164,@115888 you need a “Select All” and “Delete Selected” option for editing playlists #pls,playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_1766596
GOLD_165,@SpotifyCares The full playlists have gone!,playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_982142
GOLD_166,I’m mad @115888 took away the shake to go to the bottom of your playlist feature....I loved that,playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_2755855
GOLD_167,"my main @115888 playlist and another from year 10 just got deleted for no reason, simply why does shit like this keep happening",playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_2479209
GOLD_168,"Why isn't my @115888 app working?? Now playing isn't showing up and if I pause my lockscreen, the app closes! I still have iOS10 btw",playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_1973839
GOLD_169,"@115888 I’m just a girl standing in front of an app, asking it to play the Bruce live in Dublin album that I love ❤️",playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_1132221
GOLD_170,.@SpotifyCares @115888 will my time capsule personalized playlist refresh after a week?? I just found it and I don’t ever wanna lose it!!,playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_1195263
GOLD_171,@SpotifyCares Well I haven’t downloaded that many songs and it’s saying I’ve reached my download capacity 🙂,playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_1064073
GOLD_172,@115888 u guys should update and give users the ability to delete songs from the search bar of our playlists so we don’t have to scroll through a thousand songs to get rid of one,playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_83666
GOLD_173,@SpotifyCares Hello! The most basic kind. I want to sort my playlists by A-Z!,playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_228081
GOLD_174,@115888 Will we get a new Stranger Things 2 playlist? ;),playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_1363413
GOLD_175,se acaba de borrar mi playlist fav de spotify y mejor mátenme yaaaaaaaaaa :(,playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_423864
GOLD_176,"The biggest things @115888 could do to keep me from moving: tv app, watch app/remote, smarter radio/magic playlists.",playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_809608
GOLD_177,um could my music not stop in the middle of zayn's high note that would be appreciated @115888,playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_1098203
GOLD_178,"@115888 And that doesn't help because I wanted to listen to Blade Runner 2049 soundtrack, which I had downloaded just 3 days ago. :(",playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_1786767
GOLD_179,"@115888, I love you, but I implore you! Can you make a special button for ""never play this song to me ever again in the history of ever.""",playback_issue,Resolve based on playback_issue,,normal,keyword_heuristic,CASE_2777745
GOLD_180,"@SpotifyCares despite being removed from my friend's family account, when i go onto spotify her music plays on my phone, &amp; vice versa! help?",subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_1864567
GOLD_181,@115888 @spotifycares Why don't you offer the same student discount to the teachers that teach the students? I'm sure @124439 would help.,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_38943
GOLD_182,@SpotifyCares tried clicking a link in an email to extend my Student discount &amp; it brings me to the regular page w/ no instructions or help,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_1840165
GOLD_183,@117153 my premium account doesn’t work anymore... how can I fix this?,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_2075578
GOLD_184,"@SpotifyCares hi, i have premiun family plan subscriptions, however it suddenly change to free. Please explain why?! I want to cancel it.",subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_1938701
GOLD_185,I am a student majoring in Computer Science and crazy about Spotify.  May I due some volunteer programming during the Winter? @SpotifyCares,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_1460704
GOLD_186,@115888 Is it possible for people to steal service for family premium? I just looked at my account and had 5 people in my family that I've never heard of. They've probably been using my account for a while now and I just realized it. I've taken down their emails. :(,subscription_issue,Resolve based on subscription_issue,,difficult,keyword_heuristic,CASE_408932
GOLD_187,Hey @115888 if you ever put Halsey on my discover weekly again I'm canceling my subscription. Thanks!,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_1960636
GOLD_188,"@115888 @116130 ads are playing back considerably louder than music even with normalise enabled - it's an unpleasant shock every time and fills me with resentment for the brand, not the desire to upgrade to premium. It's also damaging to hearing. Please fix.",subscription_issue,Resolve based on subscription_issue,,difficult,keyword_heuristic,CASE_177415
GOLD_189,@117153 My premium account is still missing,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_116629
GOLD_190,"@SpotifyCares I bought Premium on my account.
On my account settings it says i’ve Premium but it says in have the Free version (iOS/Mac app)",subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_1961793
GOLD_191,@SpotifyCares I’m having trouble with my family plan I’ve tried to add my girlfriend but it keeps asking her to re-enter our address.,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_1272289
GOLD_192,"@SpotifyCares trying to convert my account to the student bundle, but I get an error when clicking “get started”.",subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_1116683
GOLD_193,"hey @SpotifyCares I wanted to cancel my subscription cause I can't afford it on my student budget, but instead y'all deactivated my account?

I was hoping to start a family plan in January ;-;",subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_2293054
GOLD_194,@SpotifyCares can my daughter transfer her huge music collection on playlists etc to our Premium family account?,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_2239738
GOLD_195,"@SpotifyCares hi, i just created a spotify account and it doesnt give me the 7 day trial premium option, why?",subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_2876120
GOLD_196,@115888 Hi! Is this offer for US students only?,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_1386934
GOLD_197,@115888 - Tired of Prem Family Member being able to login via web but Windows and iPhone App logins failing.  Not useable.,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_1815121
GOLD_198,hey @SpotifyCares i just joined a family premium subscription but the app still says my acc isnt premium 🙃,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_1871622
GOLD_199,@117153 my account switched to free from premium,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_2762996
GOLD_200,"@SpotifyCares Hi, my Premium account just got hacked, can you please indicate how to restore service? Thanks.",subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_1013194
GOLD_201,@SpotifyCares I got Spotify family and whenever I try to add a account and redeem it says it's not valid. What do I do?,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_1265640
GOLD_202,"@SpotifyCares I have Spotify premium and have playlists downloaded but when using bus WiFi none of my downloaded playlists show up and it won’t connect, even though the WiFi is working fine https://t.co/rXZS7xsCZ2",subscription_issue,Resolve based on subscription_issue,,difficult,keyword_heuristic,CASE_124148
GOLD_203,"@SpotifyCares I'm having trouble adding a family member to my Family Plan, the link goes to an ""Something's wrong, try again"" error, help me",subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_2482210
GOLD_204,@115888 just got  family package and invited my family and nothing is workin keeps askin to get premium i uninstalled and logged back in,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_1999877
GOLD_205,@115888 @SpotifyCares Is it possible to deactivate my premium account and create a new account and 'redeem' my premium status?This is due to having problems with the street name and number feature in prenium for family.,subscription_issue,Resolve based on subscription_issue,,difficult,keyword_heuristic,CASE_2275415
GOLD_206,@SpotifyCares How to add an account to a new phone as part of family plan?,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_2816730
GOLD_207,@SpotifyCares I have a spotify subscription but it was set up a long time ago with my email that isn't associated with my University email. I wanted to see if I could change my email to my universities email so I can get the Student discount which includes Hulu. Is this possible?,subscription_issue,Resolve based on subscription_issue,,difficult,keyword_heuristic,CASE_2364834
GOLD_208,@Spotifycares I can’t join my family plan until I have an email to send the invitation to!! Please help!,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_598529
GOLD_209,@115888 My kids wanted premium but your student deals are only for college/ uni kids. Won't you consider the younger kids that are addicted to Spotify too?,subscription_issue,Resolve based on subscription_issue,,normal,keyword_heuristic,CASE_12073
